date,long sleeve,culottes,miniskirt,short sleeves,printed,short cardigan,solid colours,trapeze dress,sleeveless,long cardigan,sheath dress,short coat,medium coat,doll dress,long dress,shorts,long coat,tracksuit,drop sleeve,patterned,kimono dress,medium cardigan,shirt dress,maxi,capris,gitana skirt,long duster,yellow,brown,blue,grey,green,black,red,white,orange,violet,acrylic,scuba crepe,tulle,angora,faux leather,georgette,lurex,nice,crepe,satin cotton,silky satin,fur,matte jersey,plisse,velvet,lace,cotton,piquet,plush,bengaline,jacquard,frise,technical,cady,dark jeans,light jeans,ity,plumetis,polyviscous,dainetto,webbing,foam rubber,chanel,marocain,macrame,embossed,heavy jeans,nylon,tencel,paillettes,chambree,chine crepe,muslin cotton or silk,linen,tactel,viscose twill,cloth,mohair,mutton,scottish,milano stitch,devore,hron,ottoman,fluid,flamed,fluid polyviscous,shiny jersey,goose
2017-09-11,65.0,52.0,37.0,55.0,67.0,42.0,24.0,24.0,68.0,73.0,64.0,50.0,5.0,43.0,82.0,46.0,43.0,48.0,32.0,79.0,50.0,0.0,87.8,67.0,35.0,0.0,51.0,91,60,81,17,83,24,62,80,60,61,68,17,70,52,48,29,33,19,35,42,29,55,51,51,57,71,76,30,43,52,73,78,84,26,72,62,71,24,-1.0,0,56,64,70,66,67,64,15,77,57,12,0,26,-1.0,70,36,0,86,72,57,59,0,29,22,65,83,44,-1.0,0,34
2017-09-18,68.0,51.0,48.0,48.0,63.0,49.0,24.0,21.6,68.0,86.0,82.0,57.0,23.0,55.0,93.0,45.0,39.0,43.0,43.0,76.0,50.0,16.0,87.0,68.0,41.0,0.0,56.0,92,62,73,17,78,25,59,80,58,59,71,34,70,56,49,26,25,18,40,30,28,57,17,49,63,75,81,30,41,49,71,74,84,28,66,70,80,29,-1.0,87,61,42,67,64,61,79,45,75,54,13,0,13,-1.0,68,50,0,85,58,49,60,0,29,25,69,85,40,-1.0,0,35
2017-09-25,67.0,53.0,58.0,66.0,68.0,42.0,72.0,34.6,65.0,80.0,61.0,68.0,28.0,57.0,89.0,45.0,39.0,47.0,43.0,84.0,56.0,49.0,86.6,65.0,34.0,0.0,38.0,98,59,77,17,79,24,62,80,57,57,69,0,78,57,51,29,24,18,36,24,66,60,34,48,63,72,80,29,40,49,87,68,79,22,66,73,73,15,-1.0,0,61,55,66,66,67,56,23,75,50,12,88,26,-1.0,66,52,0,87,63,53,60,0,26,12,72,87,33,-1.0,32,34
2017-10-02,74.0,51.0,35.0,69.0,61.0,21.0,24.0,47.6,69.0,79.0,64.0,58.0,42.0,72.0,90.0,43.0,43.0,49.0,54.0,76.0,36.0,33.0,95.2,69.0,35.0,0.0,75.0,91,61,75,17,72,24,61,79,56,60,67,17,83,66,57,31,16,19,36,52,65,60,100,50,59,74,75,37,39,42,74,78,75,27,79,94,88,29,-1.0,0,52,68,66,63,65,70,22,74,51,17,0,6,-1.0,66,58,0,85,70,51,60,35,23,25,67,84,57,-1.0,0,42
2017-10-09,77.0,54.0,35.0,60.0,67.0,54.0,24.0,34.8,67.0,77.0,63.0,50.0,42.0,55.0,93.0,44.0,50.0,52.0,74.0,96.0,36.0,32.0,100.0,69.0,31.0,0.0,69.0,94,65,76,18,79,25,62,82,59,57,75,17,80,62,54,33,29,18,38,94,57,66,34,46,62,79,81,34,42,19,72,74,84,25,74,71,79,10,-1.0,0,72,55,67,63,66,76,91,79,48,16,0,26,-1.0,68,42,0,88,60,52,61,0,18,10,71,87,65,-1.0,0,38
2017-10-16,81.0,54.0,41.0,53.0,67.0,42.0,71.0,41.6,65.0,91.0,58.0,61.0,51.0,91.0,97.0,42.0,46.0,56.0,53.0,86.0,57.0,0.0,95.6,69.0,34.0,0.0,23.0,93,65,72,18,78,26,58,78,57,59,73,0,87,69,67,26,30,19,40,65,66,63,0,49,64,74,73,24,43,58,84,73,75,25,88,82,89,15,-1.0,0,58,58,64,66,60,61,53,77,49,16,59,20,-1.0,68,52,0,90,82,55,60,0,19,16,70,88,33,-1.0,0,35
2017-10-23,82.0,49.0,49.0,68.0,65.0,47.0,0.0,29.2,68.0,86.0,58.0,66.0,41.0,82.0,93.0,40.0,54.0,58.0,10.0,77.0,37.0,48.0,88.2,69.0,30.0,0.0,87.0,91,64,74,17,78,26,59,81,59,61,75,34,96,60,63,23,29,19,41,52,56,70,33,60,67,74,78,30,43,57,76,64,80,30,66,73,82,10,-1.0,0,60,59,65,60,67,69,59,77,51,16,0,6,-1.0,67,53,0,85,65,51,61,0,23,9,76,87,67,-1.0,31,38
2017-10-30,76.0,50.0,45.0,42.0,64.0,27.0,59.0,26.4,58.0,88.0,50.0,77.0,32.0,53.0,82.0,36.0,55.0,55.0,42.0,78.0,40.0,16.0,76.2,71.0,26.0,0.0,93.0,87,74,73,17,73,28,56,78,55,60,74,34,78,63,62,31,35,18,46,23,37,74,17,54,68,72,81,24,42,51,84,71,78,26,73,73,82,14,-1.0,0,47,66,69,69,60,68,22,74,47,18,87,51,-1.0,62,50,0,88,67,54,59,0,21,16,65,85,39,-1.0,0,41
2017-11-06,80.0,51.0,47.0,50.0,68.0,44.0,0.0,37.6,64.0,85.0,65.0,84.0,59.0,62.0,95.0,36.0,71.0,64.0,41.0,79.0,39.0,31.0,82.0,69.0,30.0,0.0,90.0,86,71,75,19,79,33,57,84,58,58,71,33,64,64,59,30,37,18,39,57,46,82,33,51,75,75,82,31,48,38,80,73,81,32,75,69,64,28,-1.0,0,72,77,68,70,62,80,73,78,51,18,28,57,-1.0,70,84,0,91,77,55,59,0,24,20,76,88,59,-1.0,31,52
2017-11-13,79.0,59.0,41.0,68.0,70.0,32.0,23.0,55.2,62.0,84.0,65.0,80.0,76.0,59.0,92.0,37.0,75.0,68.0,51.0,93.0,45.0,16.0,74.2,70.0,28.0,0.0,72.0,86,73,74,18,78,41,58,80,58,61,77,33,69,58,71,38,45,18,38,34,46,88,16,42,80,74,83,35,53,34,85,78,81,31,80,80,69,33,-1.0,0,44,66,71,68,62,85,7,79,52,24,0,57,-1.0,70,50,45,93,96,46,60,35,17,17,78,86,45,-1.0,0,53
2017-11-20,88.0,68.0,27.0,57.0,65.0,44.0,58.0,22.8,67.0,84.0,56.0,75.0,50.0,62.0,89.0,40.0,77.0,82.0,52.0,86.0,45.0,16.0,76.6,73.0,30.0,0.0,90.0,84,81,71,21,86,90,58,82,58,58,71,33,72,65,75,31,48,17,39,51,46,90,0,66,96,74,84,25,63,78,100,81,70,26,84,98,68,61,-1.0,0,57,70,82,71,59,80,36,78,55,28,28,19,-1.0,67,54,0,95,78,50,62,0,36,14,75,81,66,-1.0,0,63
2017-11-27,91.0,50.0,40.0,42.0,71.0,37.0,80.0,17.8,65.0,81.0,55.0,71.0,63.0,69.0,100.0,38.0,72.0,82.0,51.0,77.0,44.0,78.0,82.0,74.0,28.0,0.0,58.0,82,68,74,21,75,30,59,83,56,67,76,0,89,65,81,35,46,18,37,23,73,100,16,50,82,76,90,27,62,65,80,70,81,24,85,88,71,23,-1.0,0,68,85,84,62,60,88,29,84,54,26,28,56,-1.0,70,62,0,88,94,47,64,0,42,30,74,83,24,-1.0,0,57
2017-12-04,92.0,48.0,36.0,75.0,71.0,27.0,0.0,27.8,63.0,92.0,59.0,73.0,41.0,63.0,95.0,41.0,74.0,83.0,21.0,68.0,41.0,32.0,80.0,73.0,22.0,0.0,46.0,81,66,74,19,73,26,59,84,58,59,77,33,73,73,66,39,58,17,37,46,46,95,66,38,81,74,92,25,72,57,88,66,81,27,78,76,75,19,-1.0,0,67,54,83,62,57,100,44,81,43,33,0,19,-1.0,68,51,0,93,70,45,60,35,26,25,70,87,60,-1.0,0,56
2017-12-11,91.0,55.0,34.0,53.0,70.0,55.0,46.0,30.8,62.0,86.0,63.0,100.0,54.0,60.0,88.0,40.0,80.0,79.0,83.0,71.0,30.0,0.0,83.6,72.0,26.0,88.0,50.0,80,66,75,18,75,25,59,85,56,60,80,16,72,67,67,39,48,18,38,45,100,99,16,48,78,68,84,20,69,40,85,75,75,27,80,91,68,93,-1.0,0,48,51,84,58,57,78,29,80,52,33,0,31,-1.0,64,77,0,91,84,50,67,34,25,17,68,88,31,-1.0,0,59
2017-12-18,74.0,47.0,36.0,60.0,63.0,43.0,24.0,12.8,60.0,67.0,35.0,58.0,53.0,64.0,76.0,38.0,62.0,73.0,33.0,63.0,41.0,100.0,67.2,75.0,27.0,0.0,72.0,81,67,72,17,75,25,60,84,57,53,88,17,62,62,59,38,51,18,35,18,66,88,34,46,77,67,79,24,72,58,79,65,68,26,65,81,77,34,-1.0,0,44,78,85,65,58,85,8,71,39,35,29,13,-1.0,56,62,0,86,73,54,61,0,17,21,60,79,22,-1.0,0,61
2017-12-25,72.0,50.0,53.0,62.0,55.0,52.0,26.0,38.8,61.0,73.0,45.0,76.0,40.0,66.0,79.0,37.0,75.0,80.0,35.0,67.0,44.0,35.0,76.0,80.0,31.0,0.0,76.0,81,67,79,19,77,28,59,88,57,59,81,18,60,79,68,38,35,17,41,32,20,98,18,79,83,73,100,23,56,31,85,70,55,21,77,78,67,21,-1.0,0,33,59,83,80,57,82,33,73,38,21,0,28,-1.0,65,48,0,85,75,61,57,77,22,21,83,79,35,-1.0,34,71
2018-01-01,68.0,45.0,50.0,61.0,58.0,43.0,24.0,27.6,63.0,76.0,44.0,77.0,47.0,57.0,86.0,38.0,82.0,58.0,54.0,73.0,52.0,17.0,67.4,77.0,30.0,0.0,100.0,82,63,77,19,74,29,56,80,57,61,79,17,66,66,58,37,34,18,42,36,57,84,0,41,69,72,78,21,49,16,69,70,75,22,71,80,78,10,-1.0,0,41,73,70,68,65,76,53,72,63,22,29,52,-1.0,69,46,0,82,66,60,61,0,22,13,86,87,29,-1.0,0,61
2018-01-08,61.0,51.0,39.0,77.0,66.0,28.0,22.0,22.8,56.0,46.0,46.0,72.0,66.0,51.0,86.0,38.0,56.0,53.0,40.0,77.0,35.0,0.0,66.2,70.0,26.0,0.0,71.0,81,67,76,19,72,28,56,80,58,100,79,32,76,66,59,32,32,18,38,51,27,74,64,63,66,75,79,22,44,37,73,66,85,22,77,69,68,23,-1.0,0,56,61,66,69,62,70,22,75,74,14,0,43,-1.0,63,76,0,85,67,52,62,0,19,14,83,90,65,-1.0,0,48
2018-01-15,63.0,48.0,41.0,64.0,64.0,43.0,22.0,9.2,57.0,66.0,57.0,72.0,35.0,51.0,87.0,37.0,54.0,52.0,71.0,80.0,59.0,0.0,67.2,71.0,27.0,0.0,62.0,84,67,77,18,73,27,55,81,57,74,76,32,71,60,52,35,18,18,42,33,35,69,16,56,64,73,77,29,47,51,77,71,82,20,63,77,88,54,-1.0,0,53,62,66,77,64,61,28,79,53,14,27,55,-1.0,66,64,43,83,79,59,66,0,24,24,80,85,34,-1.0,59,46
2018-01-22,62.0,52.0,37.0,59.0,67.0,40.0,34.0,25.6,61.0,59.0,61.0,51.0,66.0,44.0,84.0,39.0,44.0,51.0,40.0,85.0,51.0,0.0,72.8,70.0,30.0,0.0,40.0,83,66,75,19,72,26,56,80,56,69,73,16,75,63,48,31,26,18,48,33,62,62,31,45,61,71,78,28,42,21,77,74,82,27,79,81,64,18,-1.0,0,46,55,65,73,60,64,49,73,49,13,27,48,-1.0,71,67,43,83,77,51,72,0,16,24,78,85,50,-1.0,29,40
2018-01-29,58.0,47.0,40.0,62.0,67.0,34.0,11.0,19.0,63.0,61.0,60.0,50.0,17.0,57.0,75.0,39.0,47.0,51.0,10.0,75.0,52.0,0.0,72.8,72.0,39.0,0.0,79.0,85,61,94,20,71,27,59,80,56,68,71,0,76,52,48,39,27,18,100,38,26,59,31,39,75,72,73,30,42,45,68,72,83,21,75,71,78,27,-1.0,0,53,74,65,65,66,58,42,73,54,14,27,36,-1.0,69,73,43,86,61,51,67,0,24,26,79,88,57,-1.0,29,38
2018-02-05,60.0,55.0,34.0,60.0,65.0,39.0,45.0,32.8,62.0,59.0,64.0,55.0,22.0,50.0,82.0,40.0,47.0,45.0,40.0,85.0,62.0,15.0,70.4,70.0,36.0,0.0,66.0,84,58,75,24,72,27,57,79,55,64,75,0,66,56,54,37,32,17,66,33,53,62,31,29,70,72,76,20,44,27,80,63,84,21,76,64,81,32,-1.0,0,67,70,65,67,66,79,91,77,57,17,27,36,-1.0,69,45,0,90,71,49,61,100,28,18,76,89,37,-1.0,29,39
2018-02-12,58.0,52.0,35.0,69.0,63.0,26.0,11.0,17.0,63.0,51.0,61.0,54.0,27.0,48.0,76.0,41.0,38.0,50.0,51.0,69.0,51.0,0.0,69.2,66.0,40.0,0.0,40.0,84,61,76,24,70,33,61,100,56,67,76,0,71,56,43,51,28,19,58,28,45,55,32,42,69,69,75,26,45,49,67,100,81,33,67,64,68,23,-1.0,0,62,61,68,71,62,67,22,70,57,15,28,31,-1.0,67,52,0,91,68,51,63,0,26,17,76,92,41,-1.0,0,37
2018-02-19,56.0,44.0,40.0,75.0,67.0,48.0,45.0,12.8,70.0,54.0,69.0,37.0,26.0,58.0,84.0,48.0,32.0,49.0,40.0,73.0,56.0,0.0,77.4,72.0,46.0,0.0,52.0,84,61,78,21,71,37,58,83,54,69,77,32,76,60,45,30,27,19,46,55,36,53,32,45,62,72,79,29,43,46,79,69,84,27,84,84,78,9,-1.0,0,80,62,64,70,75,72,43,74,56,17,55,49,-1.0,72,60,0,93,60,56,62,0,21,20,75,87,44,-1.0,0,34
2018-02-26,56.0,47.0,34.0,62.0,66.0,47.0,22.0,20.8,64.0,47.0,55.0,46.0,51.0,49.0,81.0,47.0,43.0,51.0,69.0,77.0,52.0,0.0,72.6,69.0,44.0,0.0,39.0,85,60,75,18,71,29,63,81,54,70,75,31,78,60,46,31,32,19,44,54,9,56,47,45,59,75,77,27,42,39,64,61,79,29,52,54,77,40,-1.0,0,60,57,64,70,75,78,35,72,52,16,0,42,-1.0,70,50,0,84,63,53,67,33,23,12,78,89,53,-1.0,0,36
2018-03-05,59.0,52.0,33.0,63.0,63.0,42.0,33.0,22.6,65.0,56.0,56.0,51.0,48.0,47.0,80.0,47.0,36.0,48.0,30.0,75.0,49.0,15.0,83.2,73.0,47.0,0.0,48.0,89,61,78,18,74,28,61,79,55,69,78,0,73,56,45,31,35,20,41,22,26,53,15,55,58,73,80,31,41,53,67,69,83,24,65,89,62,49,-1.0,0,74,67,70,63,65,62,48,74,48,15,27,30,-1.0,75,44,0,86,48,58,65,0,29,20,77,90,60,-1.0,0,33
2018-03-12,55.0,56.0,36.0,69.0,72.0,36.0,55.0,18.8,64.0,51.0,65.0,43.0,9.0,49.0,81.0,47.0,33.0,48.0,20.0,73.0,39.0,15.0,76.8,72.0,35.0,0.0,74.0,83,62,77,17,78,27,59,78,54,65,76,48,79,46,38,34,29,19,41,66,9,48,16,66,55,73,80,30,41,54,73,70,80,22,93,80,87,23,-1.0,0,58,49,65,60,70,64,21,76,57,15,27,36,-1.0,75,71,43,88,54,53,63,33,19,21,74,89,23,-1.0,0,32
2018-03-19,57.0,65.0,37.0,85.0,68.0,62.0,56.0,18.6,73.0,37.0,85.0,47.0,44.0,58.0,86.0,50.0,32.0,51.0,70.0,90.0,62.0,0.0,78.8,78.0,45.0,0.0,48.0,87,61,76,17,74,26,57,84,56,70,77,16,73,55,43,31,29,19,40,66,62,51,32,61,59,74,82,38,43,39,88,64,80,26,70,87,62,32,-1.0,0,64,62,66,67,67,70,42,74,53,14,27,43,-1.0,77,53,44,86,58,51,63,34,30,24,73,88,51,-1.0,30,32
2018-03-26,57.0,59.0,50.0,67.0,69.0,41.0,23.0,24.2,73.0,63.0,60.0,37.0,27.0,54.0,82.0,53.0,29.0,49.0,21.0,77.0,66.0,48.0,79.8,81.0,55.0,0.0,55.0,88,68,82,17,75,26,58,83,56,72,90,0,71,51,45,35,30,18,42,68,9,46,16,52,61,75,81,31,45,47,57,72,72,21,77,74,69,47,-1.0,0,57,66,66,65,72,76,44,76,70,16,28,44,-1.0,78,43,0,93,53,63,62,0,24,22,69,87,45,-1.0,0,33
2018-04-02,55.0,52.0,47.0,75.0,69.0,32.0,34.0,26.8,68.0,64.0,63.0,26.0,18.0,49.0,83.0,52.0,33.0,47.0,20.0,76.0,85.0,16.0,86.8,78.0,46.0,0.0,45.0,89,63,79,17,74,25,59,84,53,81,82,16,71,50,36,32,36,20,40,68,9,45,32,62,63,75,82,34,42,40,69,68,74,20,75,93,87,33,-1.0,0,58,45,64,69,74,65,44,76,62,13,0,25,-1.0,80,62,0,89,41,64,60,0,12,19,75,90,45,-1.0,0,33
2018-04-09,54.0,66.0,37.0,73.0,70.0,34.0,34.0,29.8,78.0,54.0,69.0,28.0,9.0,56.0,83.0,57.0,29.0,45.0,40.0,74.0,63.0,15.0,82.0,73.0,50.0,0.0,48.0,90,60,79,17,75,25,60,79,53,76,82,48,81,47,48,36,24,21,37,22,18,44,16,69,59,75,82,39,47,70,56,68,76,25,68,79,95,18,-1.0,0,65,77,61,73,75,69,28,76,74,14,0,30,-1.0,83,41,0,91,41,55,60,0,18,17,73,92,37,-1.0,30,32
2018-04-16,49.0,74.0,27.0,77.0,74.0,59.0,34.0,16.0,75.0,50.0,64.0,60.0,35.0,37.0,90.0,65.0,26.0,39.0,60.0,81.0,73.0,15.0,86.4,79.0,52.0,0.0,57.0,92,64,83,17,76,25,58,82,55,70,82,0,72,45,35,30,28,19,38,39,36,42,32,59,54,75,84,39,44,61,65,63,79,26,69,67,78,18,-1.0,0,68,52,64,61,70,57,28,75,78,13,0,37,-1.0,86,73,0,93,39,53,71,0,22,20,76,93,54,-1.0,0,29
2018-04-23,53.0,70.0,35.0,74.0,71.0,68.0,0.0,35.6,81.0,73.0,68.0,42.0,26.0,47.0,81.0,64.0,26.0,42.0,81.0,82.0,81.0,77.0,91.6,81.0,69.0,0.0,26.0,92,61,79,18,75,25,59,83,55,65,79,0,73,49,38,44,29,20,38,82,35,39,78,80,59,72,81,31,42,75,55,61,74,20,77,79,84,18,-1.0,0,62,68,62,66,72,71,14,74,82,16,0,30,-1.0,86,43,0,86,42,52,64,33,21,18,74,87,50,-1.0,0,30
2018-04-30,51.0,75.0,50.0,67.0,70.0,67.0,11.0,27.6,83.0,55.0,92.0,30.0,18.0,48.0,84.0,72.0,24.0,42.0,21.0,77.0,66.0,0.0,92.6,82.0,100.0,0.0,45.0,96,62,82,18,76,27,63,85,56,61,81,16,75,46,39,75,23,20,42,39,27,39,0,71,54,72,86,36,40,52,68,57,77,26,72,85,79,23,-1.0,0,72,53,65,68,76,71,43,75,65,14,0,68,-1.0,90,59,0,90,52,57,67,34,15,24,72,90,65,-1.0,30,29
2018-05-07,46.0,76.0,44.0,92.0,68.0,68.0,22.0,23.8,85.0,58.0,79.0,32.0,18.0,61.0,79.0,85.0,20.0,36.0,50.0,77.0,81.0,0.0,97.0,82.0,82.0,0.0,62.0,95,60,82,17,74,27,61,84,54,61,81,0,71,48,35,43,28,21,43,56,80,39,0,73,50,72,85,38,39,64,68,57,77,19,63,74,92,23,-1.0,0,77,69,67,64,72,71,21,79,72,17,28,49,-1.0,99,57,0,93,46,59,62,0,16,21,69,92,44,-1.0,0,26
2018-05-14,48.0,79.0,38.0,69.0,63.0,48.0,56.0,29.8,91.0,51.0,73.0,26.0,22.0,43.0,80.0,77.0,21.0,35.0,30.0,77.0,64.0,46.0,95.4,79.0,73.0,0.0,57.0,91,57,82,16,77,26,57,81,59,63,79,65,66,43,31,54,28,21,39,45,54,39,32,83,51,74,82,33,38,55,66,61,79,27,64,76,74,23,-1.0,0,83,42,63,57,70,60,36,79,74,18,55,19,-1.0,85,53,0,87,42,60,61,0,27,24,68,87,45,-1.0,60,27
2018-05-21,49.0,97.0,52.0,97.0,66.0,66.0,68.0,35.8,90.0,51.0,90.0,41.0,40.0,52.0,86.0,82.0,21.0,36.0,51.0,84.0,92.0,0.0,98.8,89.0,75.0,0.0,58.0,94,60,79,16,77,25,60,83,56,63,84,49,67,54,35,55,36,19,42,28,0,39,32,78,48,73,82,30,40,43,67,58,78,26,65,76,75,28,-1.0,0,56,55,63,70,82,60,29,74,76,17,28,50,-1.0,91,71,0,90,46,61,59,0,29,11,67,86,41,-1.0,30,27
2018-05-28,52.0,95.0,55.0,87.0,66.0,73.0,23.0,29.0,100.0,47.0,100.0,31.0,13.0,54.0,80.0,95.0,23.0,39.0,51.0,86.0,100.0,0.0,97.4,100.0,80.0,0.0,41.0,98,58,79,16,79,25,59,84,57,56,81,16,74,51,36,45,42,20,38,40,27,41,32,74,49,72,90,30,44,47,71,64,77,23,53,73,81,14,-1.0,0,66,64,62,66,84,65,22,73,85,19,28,100,-1.0,90,52,0,92,52,61,55,34,24,26,67,83,42,-1.0,0,30
2018-06-04,48.0,78.0,48.0,82.0,68.0,86.0,45.0,37.6,89.0,46.0,61.0,40.0,13.0,50.0,72.0,89.0,22.0,43.0,40.0,74.0,71.0,0.0,91.8,100.0,68.0,0.0,53.0,95,56,78,15,74,24,58,83,56,55,81,32,70,42,33,48,31,20,37,33,36,41,32,69,48,70,86,35,41,58,66,60,75,25,55,58,64,32,-1.0,82,76,62,64,65,78,62,36,77,79,15,0,25,-1.0,93,62,0,89,42,60,56,0,19,15,65,87,58,-1.0,0,27
2018-06-11,47.0,84.0,36.0,87.0,67.0,55.0,32.0,42.6,87.0,41.0,83.0,20.0,17.0,58.0,71.0,83.0,21.0,42.0,39.0,70.0,71.0,15.0,84.8,81.0,74.0,0.0,64.0,96,61,79,16,73,25,59,84,55,59,81,0,71,46,30,40,30,19,38,59,51,40,15,64,48,69,83,48,41,20,70,60,72,23,69,78,73,22,-1.0,0,58,64,65,75,68,64,61,72,76,15,0,47,-1.0,87,64,0,88,35,65,58,0,23,24,58,82,39,-1.0,29,27
2018-06-18,48.0,82.0,39.0,70.0,62.0,65.0,44.0,19.0,86.0,49.0,84.0,38.0,22.0,48.0,69.0,79.0,19.0,40.0,40.0,78.0,91.0,0.0,81.8,85.0,64.0,84.0,35.0,94,59,77,15,70,23,57,78,53,60,82,16,63,53,29,33,27,19,37,39,18,39,16,64,48,69,83,30,41,42,63,52,74,18,46,56,65,27,-1.0,0,66,70,61,67,71,59,14,71,67,14,0,24,-1.0,87,66,0,87,51,65,56,0,19,20,59,80,41,-1.0,0,25
2018-06-25,48.0,100.0,38.0,82.0,61.0,57.0,22.0,38.6,86.0,33.0,71.0,27.0,22.0,37.0,69.0,90.0,20.0,30.0,81.0,74.0,71.0,0.0,90.6,83.0,74.0,0.0,53.0,95,57,82,15,71,23,60,80,53,61,79,48,64,50,28,33,30,19,37,39,18,38,32,74,50,69,91,39,40,42,65,55,74,19,56,63,70,23,-1.0,0,55,56,60,63,66,56,49,71,94,16,27,12,-1.0,93,47,0,90,34,60,53,0,24,21,64,84,51,-1.0,30,26
2018-07-02,48.0,91.0,43.0,77.0,63.0,57.0,22.0,28.4,94.0,37.0,80.0,17.0,13.0,51.0,67.0,100.0,19.0,29.0,30.0,73.0,58.0,0.0,88.0,85.0,69.0,0.0,35.0,99,58,81,15,73,23,60,82,52,61,80,32,61,44,32,37,27,19,36,50,80,39,0,78,54,66,84,42,41,43,62,46,72,15,55,76,83,18,-1.0,0,55,56,62,61,84,55,36,75,77,17,0,37,-1.0,99,40,44,89,30,65,56,0,26,24,57,78,44,-1.0,0,27
2018-07-09,47.0,88.0,49.0,92.0,65.0,65.0,45.0,32.8,82.0,38.0,73.0,27.0,26.0,56.0,74.0,93.0,19.0,31.0,40.0,83.0,84.0,30.0,93.8,79.0,66.0,0.0,26.0,99,58,82,16,72,24,57,82,54,63,86,32,63,48,34,35,33,20,38,67,9,38,63,87,55,68,82,33,45,36,65,51,76,21,57,65,62,18,-1.0,0,71,62,62,61,77,69,7,73,74,19,27,31,-1.0,98,43,0,93,39,61,74,0,22,28,64,85,61,-1.0,30,26
2018-07-16,50.0,88.0,43.0,48.0,69.0,49.0,11.0,29.0,88.0,47.0,69.0,29.0,27.0,46.0,71.0,91.0,23.0,34.0,10.0,75.0,68.0,31.0,88.2,84.0,63.0,0.0,63.0,100,60,85,16,76,24,57,82,53,61,92,16,65,55,41,36,33,21,40,57,55,41,0,59,52,71,80,33,44,31,57,51,77,22,52,62,72,19,-1.0,0,56,64,63,59,75,65,22,77,71,13,28,44,-1.0,92,39,0,93,49,69,73,0,22,26,67,85,28,-1.0,31,30
2018-07-23,52.0,91.0,49.0,70.0,72.0,73.0,46.0,35.8,86.0,31.0,67.0,29.0,23.0,53.0,69.0,90.0,21.0,37.0,93.0,83.0,80.0,0.0,93.6,81.0,50.0,0.0,54.0,94,61,84,16,78,24,59,88,58,58,88,48,58,46,36,34,30,19,38,56,72,41,48,77,53,69,81,29,42,55,66,50,76,19,66,63,77,9,-1.0,0,67,61,60,59,90,70,36,76,76,15,0,31,-1.0,93,46,44,86,49,58,61,0,20,17,61,83,38,-1.0,30,32
2018-07-30,53.0,81.0,40.0,78.0,100.0,42.0,11.0,39.6,84.0,38.0,81.0,27.0,22.0,47.0,66.0,84.0,21.0,37.0,20.0,82.0,56.0,15.0,93.0,77.0,59.0,0.0,57.0,95,58,86,16,77,26,60,86,63,60,86,65,64,54,39,38,34,20,39,39,18,41,16,89,56,70,83,31,50,61,57,59,80,20,59,62,75,23,-1.0,0,75,56,58,61,88,65,43,80,89,18,0,31,-1.0,95,53,0,95,52,65,63,34,27,16,68,85,34,-1.0,0,31
2018-08-06,55.0,69.0,31.0,72.0,78.0,59.0,11.0,30.6,78.0,50.0,80.0,38.0,52.0,61.0,69.0,82.0,25.0,37.0,30.0,93.0,78.0,15.0,92.4,78.0,59.0,0.0,48.0,94,58,86,16,74,26,63,86,58,58,84,32,65,51,39,37,33,20,38,44,26,42,47,83,63,71,82,27,46,57,57,53,77,19,63,72,67,32,-1.0,0,71,76,61,55,92,62,42,75,75,15,0,18,-1.0,95,54,87,91,48,64,62,0,31,40,72,83,37,-1.0,0,31
2018-08-13,55.0,76.0,37.0,70.0,73.0,59.0,56.0,35.6,76.0,52.0,52.0,42.0,17.0,54.0,71.0,70.0,27.0,44.0,10.0,71.0,55.0,15.0,86.2,73.0,52.0,0.0,52.0,95,57,85,15,76,25,61,82,52,55,86,48,61,54,36,31,31,20,39,22,71,43,16,57,58,67,79,31,44,67,62,58,81,19,57,73,75,41,-1.0,0,76,47,64,58,80,56,35,72,62,12,55,30,-1.0,82,62,0,95,51,61,62,0,17,36,68,81,44,-1.0,0,30
2018-08-20,54.0,58.0,32.0,56.0,67.0,49.0,11.0,41.8,72.0,58.0,62.0,35.0,45.0,47.0,67.0,63.0,30.0,44.0,31.0,92.0,50.0,0.0,81.4,71.0,46.0,0.0,45.0,96,60,85,16,77,25,60,82,53,62,81,33,63,48,43,31,36,20,38,51,36,45,32,73,57,65,77,28,42,62,62,58,80,25,74,62,66,19,-1.0,0,56,44,64,58,85,58,58,75,70,14,0,12,-1.0,78,54,0,92,55,92,63,0,28,26,69,83,38,-1.0,61,33
2018-08-27,57.0,56.0,37.0,71.0,73.0,45.0,45.0,21.6,68.0,52.0,64.0,34.0,39.0,46.0,64.0,56.0,28.0,49.0,100.0,88.0,66.0,0.0,79.2,70.0,38.0,0.0,52.0,92,58,80,15,73,24,57,82,53,57,80,32,65,60,46,37,30,20,41,100,62,46,48,75,55,65,80,36,44,82,75,71,85,24,65,75,78,5,-1.0,0,66,75,63,62,81,69,14,74,67,13,0,12,-1.0,69,72,0,90,69,75,65,0,24,29,71,85,37,-1.0,30,35
